age,hours-per-week,hasGraduateDegree,inRelationship,isWhite,isFemale,greaterThan50k
60,40,0,0,1,1,0
26,40,0,0,1,0,0
20,40,0,0,1,0,0
54,40,0,0,1,1,1
50,40,0,1,0,0,0
20,40,0,0,1,1,0
23,22,0,0,0,0,0
35,40,0,1,1,0,1
43,40,0,0,0,0,0
50,32,0,1,1,0,0
58,50,0,0,0,0,0
55,40,0,0,0,0,0
29,45,0,1,1,0,1
47,40,0,0,1,1,0
39,40,0,0,0,1,0
63,35,0,0,1,1,1
27,60,0,0,1,0,0
62,40,0,0,0,1,0
38,40,0,0,1,1,0
25,65,0,0,1,0,0
40,40,0,0,1,1,0
42,50,0,0,1,0,0
52,40,0,1,1,0,1
46,40,0,1,1,0,1
33,40,0,0,1,1,0
58,40,0,0,1,1,0
52,36,0,0,1,0,1
25,35,0,0,1,0,1
54,40,0,1,1,0,1
46,60,1,1,1,0,0
28,40,0,1,1,0,0
24,40,0,1,1,0,0
39,40,0,0,1,1,0
60,40,0,1,1,0,0
22,40,0,0,1,1,0
27,40,0,0,1,1,0
35,45,0,1,1,0,1
47,50,0,1,1,0,0
33,50,0,0,1,1,1
40,45,0,1,1,0,1
38,40,0,1,1,0,1
26,40,0,0,0,1,0
54,50,0,1,1,0,1
60,40,0,0,1,0,0
32,40,1,0,1,1,0
19,15,0,0,1,1,0
49,60,0,1,1,0,0
31,48,0,0,1,1,0
29,25,0,0,1,1,0
39,40,0,0,0,1,0
26,35,0,0,1,1,0
27,40,0,0,1,0,0
52,40,0,0,1,1,0
50,40,0,0,0,1,0
51,45,0,1,1,0,1
51,40,0,1,1,0,1
40,40,0,1,1,0,1
61,40,0,0,0,0,0
35,40,0,0,1,0,0
41,28,0,0,0,1,0
31,40,1,1,1,0,1
43,40,0,1,1,0,1
20,40,0,0,1,0,0
35,40,0,0,1,0,0
30,45,0,1,1,0,0
42,40,0,1,1,0,1
51,40,0,1,1,0,1
69,25,0,1,1,0,0
63,40,0,1,1,0,1
29,40,0,0,0,1,0
21,20,0,0,1,0,0
24,55,0,0,1,0,0
55,40,0,1,0,0,0
42,45,0,1,1,0,0
48,40,0,0,1,1,0
31,42,0,0,1,1,0
52,40,0,1,1,0,1
30,40,0,0,1,1,0
29,40,0,0,1,0,0
32,40,0,1,1,0,0
47,40,0,1,1,0,1
56,40,0,1,1,0,0
40,40,0,1,1,0,0
20,10,0,0,1,1,0
36,40,0,0,1,0,0
45,40,0,0,1,0,0
38,40,0,1,1,0,0
60,40,0,1,1,0,1
70,40,1,1,0,0,0
21,30,0,0,1,1,0
57,40,0,0,1,1,0
33,48,0,1,1,0,0
37,50,0,1,1,0,0
50,50,0,1,1,0,1
68,55,0,1,1,0,1
32,40,0,1,1,0,0
30,50,0,0,1,0,1
18,30,0,0,1,0,0
45,20,0,0,1,1,0
38,8,0,0,1,1,0
37,40,0,0,1,1,0
23,40,0,0,1,0,0
59,40,0,1,1,0,0
48,40,0,1,1,0,1
53,50,0,1,1,0,1
18,25,0,0,1,0,0
50,45,0,1,1,0,1
63,40,0,1,1,0,0
38,40,0,1,1,0,0
48,40,0,0,1,1,0
60,40,0,1,1,0,0
30,30,0,0,1,0,0
39,60,0,1,1,0,1
55,40,0,1,1,0,1
17,15,0,0,1,0,0
46,55,0,1,1,0,1
50,65,0,0,1,1,0
32,30,0,0,0,0,0
18,40,0,0,1,1,0
34,40,0,0,0,0,0
50,45,0,0,1,0,1
32,55,0,1,1,0,0
23,40,0,0,0,1,0
26,50,0,0,1,0,0
46,50,0,0,1,1,0
43,55,0,1,1,0,0
32,60,0,1,1,0,1
37,38,0,0,1,1,0
48,45,0,1,1,0,1
28,40,0,0,1,0,0
43,40,0,1,1,0,0
51,24,0,0,1,1,0
34,50,1,1,1,0,1
34,40,0,0,0,0,0
41,60,0,1,1,0,1
53,48,0,0,1,1,0
18,30,0,0,1,1,0
81,50,0,0,1,0,1
40,40,0,1,1,0,0
26,35,0,0,1,1,0
20,15,0,0,1,1,0
41,50,0,0,1,1,0
49,45,1,1,1,0,1
22,20,0,0,1,1,0
46,45,0,0,1,0,1
56,40,0,0,1,1,0
35,40,0,0,1,1,1
34,35,0,0,1,1,0
29,40,1,0,1,1,1
35,37,0,0,1,0,0
29,40,0,1,1,0,0
52,95,0,1,1,0,1
45,40,0,1,1,0,0
43,40,0,1,0,0,0
35,25,0,0,1,1,0
21,20,0,0,1,0,0
35,40,0,0,1,0,0
30,40,0,1,1,0,0
29,20,0,0,1,1,0
29,40,0,0,0,1,0
33,40,0,0,1,1,0
17,15,0,0,0,0,0
52,25,0,0,1,1,0
24,35,0,0,1,1,0
32,40,0,1,1,0,1
40,48,0,0,1,1,0
33,40,0,0,1,1,0
30,38,0,0,1,0,0
28,40,0,0,1,0,0
62,50,0,1,1,0,0
46,40,0,1,1,0,1
32,64,0,0,1,1,0
26,40,0,1,1,0,1
41,40,0,1,1,0,1
57,40,0,1,1,0,1
52,45,0,1,1,0,1
35,50,0,1,1,0,1
19,16,0,0,1,0,0
49,45,0,0,1,0,1
38,32,0,0,1,1,0
30,40,0,0,1,0,0
32,50,0,0,1,1,1
46,40,0,0,1,1,0
22,50,0,0,1,0,0
47,50,0,1,1,0,0
57,25,0,0,1,1,1
47,40,0,0,0,1,0
41,56,0,1,1,0,1
36,40,0,1,1,0,0
32,60,0,1,1,0,0
36,45,0,1,1,0,0
64,40,0,1,1,0,0
17,15,0,0,1,0,0
23,15,0,0,1,1,0
40,40,0,0,1,1,0
42,50,0,1,1,0,1
37,42,0,1,1,0,0
35,40,0,0,1,1,0
56,50,0,0,1,0,0
52,40,0,1,0,0,0
37,45,0,1,1,0,1
48,65,0,1,1,0,1
33,40,0,1,1,0,0
34,42,0,0,0,0,0
24,40,0,0,1,1,0
49,65,0,1,1,0,1
18,25,0,0,1,0,0
20,40,0,0,1,0,0
54,55,1,1,1,0,1
19,40,0,0,1,0,0
53,46,0,1,1,0,1
34,40,0,0,0,1,0
28,40,0,0,1,0,0
35,40,0,1,1,0,0
20,20,0,0,1,1,0
31,50,0,0,1,1,0
37,40,0,0,1,1,0
42,40,0,1,1,0,1
27,50,0,0,1,0,0
36,50,0,0,1,1,0
36,40,0,1,1,0,1
23,40,0,0,0,0,0
46,40,0,1,1,0,0
22,40,0,0,1,1,0
62,40,0,1,1,0,1
20,30,0,0,1,0,0
57,40,0,0,1,1,0
19,35,0,0,1,0,0
37,45,1,0,1,1,1
35,65,0,1,1,0,1
17,20,0,0,1,1,0
36,35,0,0,1,1,0
50,40,0,1,1,0,1
35,35,0,0,1,1,0
27,77,0,0,1,0,0
28,30,0,1,1,0,0
29,60,0,0,1,0,1
25,40,0,0,0,0,0
47,67,0,0,1,1,0
29,45,1,0,1,1,1
19,40,0,0,1,1,0
49,40,0,1,1,0,0
31,25,0,1,1,0,1
43,40,0,0,0,1,0
56,40,0,1,1,0,0
42,40,0,0,1,1,0
45,56,0,1,1,0,1
40,40,0,0,1,1,0
44,38,0,0,1,1,0
17,20,0,0,1,1,0
36,40,0,0,1,1,0
19,20,0,0,1,1,0
53,40,0,0,1,1,1
72,35,0,1,1,0,0
46,60,0,1,0,0,0
33,37,0,0,1,1,0
17,25,0,0,1,1,0
46,43,0,1,1,0,0
33,20,0,0,1,1,0
52,40,0,0,1,0,0
27,40,0,0,1,1,0
48,72,0,1,1,0,1
22,35,0,0,1,1,0
25,50,0,0,1,0,0
60,42,0,1,1,0,0
38,40,0,1,1,0,0
37,50,0,1,1,0,0
49,40,0,0,1,1,0
40,30,0,1,1,0,0
48,46,0,1,1,0,1
31,40,0,0,0,1,0
40,45,0,1,1,0,0
25,37,0,0,1,1,0
68,45,0,1,1,0,1
18,20,0,0,0,1,0
19,30,0,0,1,1,0
35,60,0,0,1,0,0
28,50,0,0,1,1,0
53,40,0,0,1,1,0
33,41,0,1,1,0,0
20,40,0,0,1,0,0
45,35,0,0,1,1,0
36,50,0,1,1,0,1
34,45,0,1,1,0,0
32,40,0,0,1,1,0
19,25,0,0,1,0,0
24,40,0,0,1,1,0
34,40,0,1,1,0,1
32,35,0,0,1,1,0
37,45,0,1,1,0,1
21,35,0,0,1,1,0
47,85,0,1,1,0,1
23,40,0,1,1,0,0
33,40,1,1,1,0,1
17,20,0,0,1,0,0
67,24,0,1,1,0,0
57,55,1,1,1,0,1
53,40,0,1,1,0,0
25,50,0,1,1,0,1
24,49,0,1,1,0,1
48,40,0,1,1,0,0
51,47,1,1,1,0,1
38,40,0,0,0,0,0
51,46,0,1,1,0,1
18,10,0,0,1,1,0
23,40,0,0,1,1,0
42,60,0,1,1,0,1
39,40,0,0,1,0,0
20,12,0,0,1,0,0
39,40,0,0,0,1,0
21,40,0,0,1,0,0
54,40,0,1,1,0,0
34,40,0,0,1,1,0
32,40,0,0,1,0,0
59,40,0,1,1,0,0
24,24,0,0,0,1,0
54,40,0,0,1,1,0
54,40,0,1,1,0,0
67,18,0,0,1,1,0
33,60,0,1,1,0,0
37,40,0,0,1,1,0
51,40,0,0,1,1,0
45,40,0,1,1,0,0
19,30,0,0,1,1,0
58,24,0,1,1,0,1
27,40,0,0,0,0,0
36,40,0,0,1,1,0
20,40,0,0,1,0,0
51,40,0,0,1,1,0
45,60,1,0,1,1,0
32,40,0,0,1,0,0
59,40,0,0,0,1,0
45,40,0,1,1,0,1
43,40,0,1,1,0,0
54,68,0,0,1,0,1
20,32,0,0,1,1,0
29,42,0,0,0,1,0
18,40,0,0,1,1,0
49,50,0,0,1,1,0
46,30,0,0,1,0,0
58,30,0,1,0,0,0
41,50,0,0,0,1,0
50,60,0,1,1,0,1
74,35,0,1,1,0,0
30,40,0,1,1,0,0
62,40,0,0,0,1,0
19,40,0,0,1,1,0
29,40,0,0,0,1,0
20,40,0,0,0,1,0
36,40,0,0,1,0,0
51,30,0,0,1,1,0
37,50,0,1,1,0,1
29,40,0,1,1,0,0
17,20,0,0,1,0,0
18,20,0,0,1,1,0
40,40,0,0,1,0,0
26,40,0,0,1,1,0
42,45,0,1,1,0,0
32,40,0,0,1,0,0
28,40,0,0,1,1,0
43,40,0,1,1,0,1
47,40,0,1,1,0,0
37,40,0,0,0,1,0
73,10,0,1,1,0,0
50,35,0,0,1,1,1
19,50,0,0,1,0,0
32,40,0,1,1,0,0
44,40,0,0,0,0,0
20,16,0,0,1,1,0
29,40,0,0,1,1,0
21,40,0,0,1,1,0
44,52,0,1,1,0,0
18,20,0,0,1,1,0
22,40,0,0,1,1,0
39,40,0,0,1,1,1
29,25,0,1,1,0,0
21,40,0,0,1,0,0
49,50,0,1,1,0,0
24,20,0,0,1,0,0
25,60,0,0,1,0,0
30,40,0,1,1,0,0
52,38,0,1,1,0,1
30,40,0,1,1,0,0
20,40,0,0,1,0,0
31,40,0,0,1,0,0
44,40,0,1,1,0,1
46,60,0,1,1,0,1
31,40,0,0,1,1,0
57,10,0,0,1,1,0
58,40,0,1,1,0,0
41,40,0,1,1,0,0
23,40,0,0,1,1,0
47,40,0,0,1,1,0
72,28,0,1,1,0,1
26,38,0,0,1,0,0
45,40,0,0,1,0,0
48,50,0,1,1,0,1
23,40,0,0,1,0,0
20,40,0,0,0,1,0
27,40,0,0,1,1,0
25,35,0,0,1,0,0
45,30,0,0,0,1,0
53,40,0,0,0,1,0
54,45,0,1,1,0,1
41,40,0,1,1,0,1
17,18,0,0,1,0,0
42,40,0,1,1,0,0
61,40,0,0,1,0,0
57,38,0,0,1,1,1
21,35,0,0,1,0,0
44,40,0,1,1,0,1
48,44,0,0,1,0,0
46,48,0,0,1,0,0
37,86,0,0,1,0,0
35,54,0,0,1,1,0
27,40,0,0,1,1,0
19,10,0,0,1,0,0
63,50,0,1,1,0,1
69,40,0,0,1,1,0
20,35,0,0,1,0,0
28,50,0,1,1,0,0
58,38,0,0,1,1,0
48,40,0,1,1,0,0
39,56,0,0,1,1,0
38,44,0,1,1,0,0
50,40,0,0,1,1,0
35,40,0,0,1,1,0
45,50,0,0,1,0,0
38,38,0,1,1,0,0
54,55,0,0,1,1,1
63,30,0,1,1,0,0
62,30,1,1,1,0,1
46,40,0,1,1,0,1
43,40,0,0,0,1,0
35,60,0,1,1,0,0
37,40,0,1,1,0,0
19,20,0,0,1,0,0
61,40,0,1,1,0,1
61,65,0,0,0,0,0
21,40,0,0,1,1,0
45,40,0,1,1,0,0
38,50,0,1,1,0,1
28,40,0,0,1,1,1
40,35,0,1,1,0,0
32,40,0,0,0,1,0
55,35,0,0,0,1,0
64,23,0,0,1,1,0
34,40,0,0,1,0,0
19,60,0,0,1,0,0
58,40,0,0,0,1,0
46,55,0,1,1,0,0
44,40,0,1,1,0,0
31,40,0,0,0,1,0
31,40,0,0,1,1,0
39,45,0,0,1,1,1
19,18,0,0,1,1,0
56,40,0,0,1,1,0
53,40,0,1,1,0,0
69,18,0,0,1,1,0
62,40,0,1,1,0,1
62,40,0,1,1,0,0
39,40,0,0,1,1,0
45,40,0,0,1,0,0
29,50,0,1,0,0,0
33,40,0,1,1,0,0
34,40,0,1,0,0,1
29,40,0,0,1,1,0
65,35,0,1,1,0,1
18,35,0,0,1,1,0
22,40,0,0,1,0,0
30,40,0,1,1,0,1
44,40,0,1,1,0,1
48,20,0,0,1,1,0
52,45,0,0,1,0,0
48,40,0,0,1,1,0
25,40,0,0,1,1,0
41,50,0,1,1,0,1
37,40,0,0,1,0,0
55,45,0,1,0,0,0
67,38,0,0,1,1,0
36,45,0,0,1,0,0
47,52,0,0,1,1,0
36,40,0,0,1,1,0
25,16,0,0,1,1,0
24,40,0,0,1,0,0
30,25,0,0,1,0,0
17,16,0,0,1,0,0
28,40,0,0,1,0,0
34,45,0,1,1,0,0
35,46,0,1,1,0,0
24,40,0,1,0,0,0
43,35,0,0,1,1,1
55,40,1,0,1,0,1
22,35,0,0,0,1,0
20,50,0,0,1,0,0
44,40,0,0,1,1,0
38,40,0,0,1,0,0
53,25,0,0,0,1,0
26,48,0,0,0,0,0
58,40,0,1,1,0,1
23,40,0,0,1,0,0
53,50,0,1,1,0,0
35,40,0,0,1,0,0
41,62,0,1,1,0,0
31,40,0,1,1,0,0
50,40,0,0,0,1,0
57,55,0,1,0,0,1
25,40,0,1,1,0,0
23,40,0,1,1,0,0
48,50,0,0,1,0,0
34,60,0,0,1,1,0
20,20,0,0,1,0,0
40,75,0,1,1,0,1
27,40,0,0,1,1,0
35,40,0,1,1,0,0
33,40,0,0,1,1,0
57,40,0,0,1,1,0
43,40,0,1,0,0,0
40,55,0,1,1,0,1
54,55,0,0,1,0,0
28,40,0,0,1,1,0
32,40,0,1,1,0,0
49,50,0,1,1,0,1
52,40,0,1,1,0,0
41,60,0,1,1,0,0
19,40,0,0,1,0,0
33,42,0,0,1,1,0
21,40,0,0,1,0,0
25,32,0,0,1,1,0
44,44,0,0,1,1,0
20,40,0,0,1,0,0
39,50,0,1,1,0,0
34,40,0,0,1,0,0
19,35,0,0,1,0,0
27,40,0,1,1,0,1
53,40,0,1,1,0,0
46,40,0,0,1,0,0
23,40,0,0,1,0,0
30,40,0,1,1,0,0
53,45,1,1,1,0,1
33,40,0,1,1,0,0
22,40,0,0,1,1,0
44,35,0,0,0,1,0
30,40,0,0,0,1,0
66,20,0,0,1,1,0
39,40,0,1,1,0,0
37,50,0,1,1,0,1
34,40,0,0,1,1,0
17,20,0,0,1,0,0
43,60,0,0,1,0,1
46,50,0,1,1,0,1
17,20,0,0,1,0,0
63,40,1,1,1,0,0
42,40,0,1,1,0,0
33,40,0,1,1,0,0
43,40,0,1,0,0,0
30,72,0,0,0,0,0
37,45,0,1,1,0,0
33,40,0,0,1,1,0
49,40,0,1,1,0,1
65,17,0,0,1,1,0
35,55,0,1,1,0,1
27,40,0,1,1,0,0
33,45,0,1,1,0,1
18,20,0,0,1,1,0
41,50,1,1,1,0,0
38,40,0,0,1,0,0
45,40,0,1,1,0,0
18,40,0,0,1,0,0
47,40,0,0,0,1,0
30,20,0,0,0,1,0
36,40,0,1,1,0,0
21,30,0,0,1,0,0
44,40,0,0,1,0,0
33,20,0,0,1,0,0
61,6,0,1,0,0,0
29,40,0,1,1,0,0
45,40,0,1,1,0,1
18,60,0,0,1,1,0
29,56,0,0,1,0,1
27,40,0,0,1,1,0
21,20,0,1,1,0,0
22,35,0,0,1,1,0
49,45,0,1,1,0,1
35,50,0,1,1,0,0
47,40,0,1,1,0,1
37,40,0,1,1,0,0
37,48,0,1,1,0,1
26,40,0,0,1,0,0
18,40,0,0,1,0,0
55,45,0,1,1,0,0
47,50,0,1,1,0,1
59,40,0,0,0,1,0
70,5,0,0,1,1,0
39,40,0,0,1,1,0
38,40,0,1,1,0,0
19,40,0,0,1,0,0
28,40,0,0,1,0,0
74,1,0,0,1,1,0
40,40,0,1,1,0,1
35,40,0,0,1,0,0
35,50,0,0,1,0,0
41,40,0,1,1,0,1
38,50,0,0,1,0,0
29,35,0,1,1,0,1
46,50,0,1,1,0,0
46,40,0,0,1,1,0
40,60,0,1,1,0,1
29,40,0,1,1,0,1
39,60,0,1,0,0,0
31,60,0,0,1,0,0
50,70,1,0,1,1,0
31,40,0,0,1,1,0
27,45,0,1,1,0,0
27,25,0,0,0,0,0
28,20,0,0,1,1,0
21,30,0,0,0,1,0
57,40,0,0,1,0,0
56,40,1,0,1,1,0
22,40,0,0,1,1,0
36,55,0,0,0,0,0
51,40,0,1,1,0,0
39,48,0,0,1,0,0
43,70,0,1,1,0,1
51,40,0,1,1,0,0
43,40,0,1,1,0,0
44,40,1,1,1,0,1
35,50,0,0,1,1,0
40,40,0,1,1,0,1
39,12,0,0,0,1,0
23,15,0,0,1,1,0
26,40,0,1,1,0,0
25,40,0,0,0,1,0
29,42,0,0,0,0,0
30,45,0,0,1,0,0
37,40,0,1,1,0,1
39,48,0,1,1,0,1
37,40,1,0,1,1,1
45,40,0,1,1,0,0
21,16,0,0,1,1,0
25,40,0,0,0,1,0
61,40,0,0,0,1,0
59,15,0,1,1,0,0
28,40,0,0,1,0,0
24,40,0,0,1,1,0
29,80,0,1,1,0,0
49,20,0,0,1,1,0
41,35,0,0,1,1,0
33,40,0,0,0,1,0
20,40,0,0,1,0,0
40,20,0,0,1,1,1
32,16,0,0,1,0,0
48,40,0,0,0,0,1
24,40,0,0,1,1,0
50,38,0,1,1,0,1
31,40,0,0,0,0,0
23,55,0,1,1,0,1
35,40,0,1,1,0,0
50,40,0,1,1,0,0
39,50,0,0,1,0,0
44,80,0,1,1,0,0
43,50,0,1,1,0,1
39,40,0,1,1,0,0
31,40,1,0,1,0,1
40,40,0,0,1,1,1
28,40,0,1,1,0,0
35,50,0,1,1,0,0
44,60,0,1,1,0,0
20,35,0,0,1,1,0
55,48,0,0,0,0,1
30,35,0,0,1,0,0
38,55,0,1,1,0,1
75,20,0,1,1,0,0
17,15,0,0,1,0,0
20,30,0,0,1,0,0
25,30,0,0,1,0,0
27,45,0,1,1,0,0
19,20,0,0,1,1,0
21,40,0,0,0,1,0
19,20,0,0,1,0,0
42,40,0,0,1,0,0
28,36,0,1,1,0,0
59,32,0,0,1,1,0
50,40,0,1,1,0,1
48,80,0,1,1,0,0
33,40,0,1,1,0,0
27,40,0,0,1,1,0
45,30,0,0,1,0,1
24,40,0,0,1,0,0
31,40,0,0,1,1,1
29,40,0,0,1,0,0
24,30,0,0,1,0,0
24,30,0,0,1,1,0
63,40,0,1,1,0,0
36,50,0,1,1,0,0
58,40,0,1,1,0,0
51,36,0,0,1,1,0
42,50,0,1,1,0,1
39,40,0,1,1,0,0
26,40,0,0,0,1,0
39,40,0,0,1,0,0
28,45,0,0,1,0,0
51,40,0,1,0,0,1
45,40,0,0,1,0,0
45,40,0,1,1,0,0
23,40,0,0,1,1,0
38,40,0,0,1,0,0
39,40,0,1,1,0,0
52,50,0,0,1,0,0
17,6,0,0,1,1,0
31,50,0,1,1,0,0
22,24,0,0,0,0,0
47,38,0,0,1,1,0
28,40,0,0,1,1,0
30,40,0,0,0,1,0
41,50,0,1,1,0,1
29,42,1,0,0,0,0
42,60,0,0,1,0,1
52,40,0,1,1,0,0
35,40,0,0,1,1,0
28,40,0,0,1,1,0
46,46,1,1,1,0,1
21,40,0,0,1,1,0
45,40,0,0,0,1,0
21,40,0,0,1,0,0
74,20,0,1,1,0,0
29,40,0,0,1,0,0
39,40,0,0,1,1,0
44,45,0,1,1,0,1
23,40,0,0,1,0,0
32,40,0,0,0,1,0
61,40,0,0,1,1,0
43,30,0,0,1,1,1
18,38,0,0,1,1,0
38,40,0,1,1,0,0
33,35,0,0,1,0,0
23,40,0,0,1,0,0
37,45,0,0,1,0,0
25,40,0,0,1,0,0
45,40,0,0,0,1,1
32,48,0,0,1,1,0
65,15,0,0,0,1,0
18,40,0,0,1,0,0
53,40,0,1,1,0,0
33,60,0,1,1,0,1
27,45,0,0,1,0,0
24,40,0,1,1,0,0
54,50,0,1,1,0,0
23,30,0,0,1,1,0
45,40,0,0,0,1,0
36,35,0,0,1,1,1
36,40,0,1,1,0,1
44,40,1,0,1,1,0
24,40,0,0,0,0,0
39,70,0,0,1,0,0
50,40,0,0,1,1,0
38,40,0,0,1,1,1
58,40,0,0,1,1,0
44,48,0,1,0,0,0
24,55,0,0,0,0,0
52,40,0,1,1,0,1
46,40,0,0,1,0,1
50,60,0,1,1,0,1
34,44,0,1,1,0,0
40,40,0,0,0,0,0
53,40,0,0,1,1,0
24,40,0,0,1,1,0
58,70,0,1,1,0,0
26,45,0,1,1,0,0
22,40,0,0,1,0,0
36,40,0,1,1,0,0
78,4,0,0,1,1,0
43,28,0,0,1,1,0
60,40,0,1,1,0,0
49,40,1,1,1,0,1
34,10,0,0,0,0,0
46,40,0,1,1,0,0
46,40,0,1,0,0,0
69,20,0,1,1,0,0
32,40,0,1,1,0,1
40,50,0,0,1,0,1
61,45,0,1,1,0,0
56,40,0,1,1,0,1
47,40,0,1,1,0,0
29,40,0,1,0,0,0
37,46,0,1,1,0,0
51,50,0,0,1,1,1
44,40,1,1,1,0,1
33,40,0,0,1,1,0
51,80,0,0,1,0,1
24,40,0,1,1,0,0
37,40,0,0,1,1,0
40,40,0,0,1,0,0
34,40,1,0,1,0,0
61,40,0,0,1,1,0
69,20,0,0,1,1,0
41,10,0,0,1,1,0
40,40,0,1,1,0,0
57,40,0,0,0,0,0
26,55,0,1,1,0,0
53,46,0,1,1,0,1
90,15,0,0,1,1,0
39,55,0,0,1,0,0
51,40,0,0,1,1,0
51,40,0,0,0,1,0
17,20,0,0,1,0,0
42,50,0,0,1,1,0
42,40,0,0,1,1,0
33,40,0,1,1,0,1
43,40,0,0,1,0,0
64,9,0,1,1,0,1
40,60,0,0,1,0,1
31,40,0,1,1,0,0
60,40,0,0,0,1,1
32,40,0,1,1,0,1
66,20,0,1,1,0,0
27,20,0,0,0,0,0
40,40,0,0,1,1,0
27,40,0,0,1,1,1
18,30,0,0,1,0,0
43,40,0,0,0,1,0
52,48,0,1,1,0,1
31,85,0,0,1,0,0
28,60,0,1,1,0,0
44,35,1,0,1,1,0
37,84,0,1,1,0,0
35,50,0,1,1,0,1
42,40,0,0,0,0,0
18,10,0,0,0,0,0
46,60,1,1,1,0,1
54,40,0,1,1,0,1
54,50,0,1,1,0,0
27,50,0,0,1,0,0
41,40,0,1,1,0,0
32,40,0,0,1,1,0
18,30,0,0,1,1,0
36,65,0,1,1,0,0
37,40,0,0,1,0,0
46,51,0,1,1,0,0
24,40,0,0,1,0,0
55,50,0,1,1,0,0
64,40,0,0,1,0,0
30,40,0,0,1,1,0
65,99,1,0,1,0,0
46,40,0,0,1,0,0
45,60,1,1,1,0,1
18,25,0,0,1,1,0
32,40,0,1,1,0,0
35,40,0,1,1,0,0
26,40,0,0,1,0,0
24,35,0,0,1,0,0
45,80,0,1,1,0,1
36,34,0,0,1,1,0
23,60,0,0,1,1,0
57,55,0,1,1,0,0
32,36,0,1,1,0,0
60,40,0,0,1,1,1
38,20,0,0,1,1,0
29,45,0,0,1,1,0
22,40,0,0,1,0,0
40,40,0,0,1,0,0
59,45,0,1,1,0,1
45,45,1,0,1,0,0
76,13,0,0,1,1,0
45,40,0,1,1,0,1
49,70,1,0,1,1,0
36,60,0,0,0,1,1
22,35,0,0,1,0,0
47,44,0,0,1,1,0
26,55,0,1,1,0,0
21,40,0,0,1,0,0
27,15,0,0,1,1,0
26,40,0,0,1,0,0
20,25,0,0,1,1,0
57,40,1,0,0,1,0
39,40,0,0,1,1,0
66,45,0,1,1,0,0
34,40,0,1,1,0,0
80,25,0,1,1,0,0
21,40,0,0,1,1,0
40,32,0,1,1,0,1
49,30,0,0,1,1,0
48,60,0,0,1,1,0
19,24,0,0,1,0,0
42,40,0,1,0,0,0
59,45,0,1,1,0,0
63,40,0,0,1,1,0
26,40,0,0,1,0,0
41,35,0,0,1,1,0
42,40,0,1,1,0,0
19,20,0,0,1,0,0
45,25,0,0,1,1,0
47,30,0,0,1,1,1
47,40,0,0,1,1,0
49,40,0,1,1,0,1
36,40,0,0,1,0,0
53,40,0,0,1,0,1
21,45,0,0,1,0,0
39,40,0,0,1,0,0
52,40,0,1,1,0,0
18,35,0,0,1,1,0
59,40,0,0,0,0,0
50,50,0,1,1,0,1
31,40,0,1,0,0,1
52,40,0,0,1,1,1
41,40,0,1,1,0,1
45,40,0,0,1,0,1
54,40,1,0,1,1,0
22,25,0,0,1,0,0
50,40,0,1,1,0,1
20,32,0,0,1,1,0
43,40,0,0,1,1,0
48,40,0,1,1,0,0
24,45,0,0,1,0,0
54,40,0,1,1,0,1
26,40,0,1,1,0,0
53,40,0,1,1,0,1
51,40,0,1,1,0,1
54,44,1,1,1,0,1
32,49,0,1,1,0,1
46,40,0,1,0,0,0
60,12,0,1,1,0,0
52,45,0,0,1,1,0
44,40,0,0,1,1,0
56,40,0,1,1,0,0
57,40,0,1,1,0,0
35,40,0,0,0,1,0
30,40,0,0,1,1,0
29,35,0,0,1,0,0
49,66,0,1,1,0,1
28,40,0,0,1,0,0
30,40,0,0,0,1,0
45,40,0,0,1,0,0
17,12,0,0,1,0,0
54,40,0,1,1,0,0
31,40,0,1,1,0,0
54,50,0,1,1,0,1
55,40,0,1,1,0,0
37,50,0,1,1,0,0
34,48,0,0,0,0,1
51,45,0,1,1,0,0
41,60,0,0,0,0,0
24,40,0,0,1,0,0
56,50,0,1,1,0,1
33,40,0,0,0,0,0
31,40,0,1,1,0,0
27,50,0,0,0,0,0
32,45,0,0,1,0,0
43,45,0,1,1,0,1
40,36,0,0,1,1,0
19,53,0,0,1,0,0
23,32,0,0,1,0,0
40,40,0,0,1,0,0
59,38,0,0,1,0,1
43,40,0,1,1,0,0
53,40,0,0,1,1,0
26,40,0,1,1,0,0
68,20,0,1,1,0,1
41,48,0,1,1,0,1
32,40,0,0,1,0,0
25,40,0,0,1,0,0
20,40,0,0,1,0,0
22,15,0,0,1,0,0
33,40,0,1,1,0,0
26,40,0,0,1,0,0
29,25,0,0,0,1,0
20,23,0,0,1,1,0
58,40,0,0,1,1,0
32,40,0,0,1,0,0
23,25,0,0,1,1,0
67,8,0,1,1,0,0
26,32,0,0,1,1,0
53,35,0,1,1,0,0
27,60,0,1,1,0,0
29,65,0,0,1,0,0
38,40,0,1,1,0,1
17,40,0,0,0,1,0
48,40,1,1,1,0,1
28,40,0,0,1,1,0
18,15,0,0,1,0,0
28,30,0,0,1,0,0
34,40,0,1,1,0,0
62,40,0,1,1,0,1
30,40,0,0,1,1,0
20,40,0,0,1,0,0
29,50,0,0,1,0,0
55,25,0,1,0,0,0
20,24,0,0,1,0,0
54,40,0,1,0,0,0
27,30,0,0,1,0,0
43,55,0,0,1,0,0
17,40,0,0,1,0,0
48,72,1,0,1,0,0
34,40,0,0,1,0,0
66,40,0,1,0,0,0
29,40,0,0,1,1,0
