label,id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11
0,58997449,4,1403.0,1,184000.0,2,8,-1,80,5,340017,187.08286930000003
0,54982356,1,1391.0,1,1200000.0,2,5,-1,64,5,361026,1.0
0,58988052,5,1293.5,1,169000.0,2,15,-1,106,5,450017,200.0
0,59005843,4,1230.5,1,71000.0,2,8,5,100,5,72001,1.0
0,59004680,4,1370.0,1,273000.0,2,8,9,110,5,60015,1.0
0,54991534,4,1338.5,3,133000.0,1,8,5,80,3,151009,187.08286930000003
0,54991100,4,1292.0,3,195000.0,2,8,5,112,4,151300,1.0
0,58994019,7,,3,156000.0,2,11,5,84,5,450069,165.8312395
0,58996823,7,1272.5,1,66000.0,2,11,5,105,5,60014,194.08503290000002
0,54982897,5,1257.5,3,102000.0,2,15,2,80,3,60005,223.6067977
0,59001138,4,,2,100000.0,2,8,9,99,5,71003,199.9749984
1,54985832,7,1308.5,3,500000.0,2,11,9,85,5,60001,387.29833460000003
0,59001213,4,1296.5,1,127000.0,2,8,5,112,5,60032,1.0
1,58994493,7,1287.5,3,89000.0,2,11,5,105,5,71004,1.0
0,58991651,7,1268.0,3,107000.0,2,11,4,105,5,60091,1.0
1,59004235,4,,2,150000.0,2,8,5,100,3,60018,244.7549795
0,58990154,7,1262.0,3,100000.0,2,11,5,113,4,450071,210.9573417
0,58985785,5,,3,250000.0,2,15,-1,111,5,450031,187.08286930000003
0,59003741,4,,2,39000.0,2,8,5,90,3,60001,153.2677396
0,58996247,7,1259.0,1,336000.0,2,11,9,112,4,60036,1.0
0,54983895,5,1223.0,3,59000.0,2,15,5,112,4,510101,200.0
0,54984680,5,1170.5,3,100000.0,2,15,5,86,5,350092,200.0
0,54982859,5,1322.0,3,154000.0,2,15,5,110,5,72000,204.93901530000002
0,59001195,4,1311.5,3,147000.0,2,8,5,98,4,72000,187.08286930000003
0,58985542,5,1272.5,3,108000.0,2,15,5,113,4,450015,200.0
0,58996837,7,1235.0,3,56000.0,2,11,-1,114,4,151300,206.8888591
0,54989264,4,1343.0,3,110000.0,2,8,2,105,5,60043,1.0
0,59001031,4,,2,58000.0,2,8,5,100,5,151300,196.2141687
0,58992063,7,1137.5,3,88000.0,2,11,-1,107,4,450081,158.11388300000002
0,54985816,7,1320.5,3,108000.0,2,11,5,110,4,510068,248.99799199999998
0,58988196,5,1289.0,1,173000.0,2,15,5,112,3,350702,200.0
0,58987926,5,,2,50000.0,2,15,5,108,4,450000,169.0
0,58995381,7,1220.0,3,76000.0,2,11,2,90,5,71002,1.0
0,58998054,4,1250.0,3,137000.0,2,8,5,90,5,72000,1.0
0,54989781,4,1415.0,3,93000.0,2,8,5,113,4,151300,273.86127880000004
